user_id,used_before,age_group,gender,time,freq_use,style,style,style,style,style,style,style,style,style,color,color,color,color,color,color,color,color,color,mbti,purpose,purpose,purpose,purpose,purpose,purpose,purpose, 
341,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,white,black,"beige, brown",,,,,,,INTP,,mood_boost,self_satisfaction,,,,,50k_to_100k
342,Yes,50s,M,morning,daily,casual,,,,,,,,,white,black,"beige, brown",blue,,,"green, mint",,,ESFJ,,mood_boost,,,,,,50k_to_100k
343,Yes,30s,F,morning,weekly,,,,"classic, suit",,,,"modern, chic",,,,,,,red,,purple,,ISTP,,mood_boost,self_satisfaction,,,,,100k_to_200k
344,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,vintage,,"modern, chic",,white,black,,blue,,,,,,INTP,,,self_satisfaction,,,,,100k_to_200k
345,Yes,30s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",blue,,,,,,INTP,good_impression,,,,,,,50k_to_100k
346,Yes,30s,M,afternoon,weekly,,"minimal, simple",,,,,,"modern, chic",,white,black,,,,,,,,ISTJ,good_impression,,self_satisfaction,date_or_social,,,unique_style,above_200k
347,Yes,40s,M,morning,daily,,,,"classic, suit",,,,,,white,black,,,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
348,Yes,30s,F,morning,daily,casual,,,,,,,,freestyle,white,,,blue,,,"green, mint",,,ESFJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
349,Yes,40s,M,morning,daily,casual,,,,,,,,,white,black,"beige, brown",,,,,,,ENFP,,,,,formal_occasion,,,50k_to_100k
350,Yes,30s,M,morning,rarely,casual,"minimal, simple",,,,,sporty,,freestyle,white,black,"beige, brown",,,,"green, mint",,,ISTJ,good_impression,,,date_or_social,,,unique_style,100k_to_200k
351,Yes,30s,F,morning,daily,casual,,,,"romantic, lovely",,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ISTP,,mood_boost,self_satisfaction,date_or_social,,,unique_style,100k_to_200k
352,Yes,30s,M,morning,daily,,,street,"classic, suit",,,sporty,,,white,black,,blue,,,,,,ENTP,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
353,Yes,40s,F,morning,daily,casual,"minimal, simple",,"classic, suit",,,,,freestyle,white,black,,,,,,purple,,ENTJ,,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,above_200k
354,Yes,40s,M,morning,daily,casual,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISTJ,,,,,formal_occasion,,,100k_to_200k
355,Yes,20s,F,morning,daily,,,,,,,,,freestyle,white,black,,blue,,,,,,ISFJ,,,self_satisfaction,,,,,100k_to_200k
356,Yes,40s,M,morning,daily,casual,,,,,,,,,,black,,,,,,,,ISFP,good_impression,,,,,,,below_50k
357,Yes,30s,M,anytime,daily,,"minimal, simple",,"classic, suit",,,,"modern, chic",,,black,"beige, brown",blue,,,,,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
358,Yes,20s,F,morning,daily,,"minimal, simple",,,"romantic, lovely",,,,,,,,,"pink, coral",,,,,ENFP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
359,Yes,30s,M,morning,daily,casual,,,,,,,,freestyle,,black,,blue,,,,,,ESTP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
360,Yes,20s,M,morning,weekly,casual,,street,,,,,,,,,"beige, brown",,,,"green, mint",,,ENTP,good_impression,,self_satisfaction,date_or_social,,,,100k_to_200k
361,Yes,30s,F,anytime,daily,casual,"minimal, simple",,,"romantic, lovely",,,,,white,black,"beige, brown",blue,"pink, coral",red,"green, mint",purple,"yellow, orange",ENFJ,,,self_satisfaction,,,,,above_200k
362,Yes,20s,M,morning,seasonal,casual,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISFJ,good_impression,,,,,,,below_50k
363,Yes,20s,M,morning,rarely,,"minimal, simple",,,,,,,,white,black,,blue,,,,,,ESTJ,good_impression,,self_satisfaction,date_or_social,formal_occasion,special_event,,100k_to_200k
364,Yes,20s,F,morning,daily,casual,"minimal, simple",,,"romantic, lovely",,,"modern, chic",freestyle,white,black,"beige, brown",,,,"green, mint",,,ISTP,good_impression,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
365,Yes,30s,F,anytime,weekly,casual,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,,100k_to_200k
366,Yes,30s,M,morning,daily,casual,,,,,,sporty,,,white,black,"beige, brown",,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,100k_to_200k
367,Yes,20s,F,morning,daily,casual,,,"classic, suit","romantic, lovely",,,,freestyle,white,black,"beige, brown",,,,,,"yellow, orange",INFP,good_impression,mood_boost,,,,special_event,,below_50k
368,Yes,30s,M,morning,daily,casual,,,,,,,,,,black,,,,,,,,INTP,good_impression,,self_satisfaction,,,,,100k_to_200k
369,Yes,40s,F,morning,daily,casual,,,,,,,,,,black,,,,,,,,INTJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
370,Yes,30s,F,evening,rarely,,,,"classic, suit","romantic, lovely",,,,,white,black,"beige, brown",,,,,,,ENTP,good_impression,,,date_or_social,,,,50k_to_100k
371,Yes,40s,F,morning,weekly,,,,"classic, suit",,,,,,,,,,,,,purple,,ENFJ,,mood_boost,,,,special_event,,100k_to_200k
372,Yes,20s,F,anytime,daily,,"minimal, simple",,,,,,"modern, chic",,white,black,,,,red,,,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
373,Yes,30s,M,morning,rarely,casual,,,,,,sporty,"modern, chic",,white,,,blue,,red,,,"yellow, orange",ESFJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
374,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,freestyle,white,black,"beige, brown",blue,,,,,,ESFP,,mood_boost,self_satisfaction,date_or_social,,,,above_200k
375,Yes,30s,F,anytime,daily,casual,,,"classic, suit","romantic, lovely",,,,,white,,"beige, brown",blue,"pink, coral",red,,,,INFJ,good_impression,mood_boost,,,,,unique_style,100k_to_200k
376,Yes,40s,M,morning,daily,casual,,street,,,,sporty,,,,,"beige, brown",,,,,,,ENTP,,,self_satisfaction,date_or_social,formal_occasion,,,50k_to_100k
377,Yes,30s,M,morning,daily,casual,,,"classic, suit","romantic, lovely",vintage,,,,white,black,"beige, brown",,,,,,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
378,Yes,30s,F,afternoon,rarely,casual,,,,,,,"modern, chic",,,black,,blue,,,"green, mint",purple,,ENTJ,good_impression,mood_boost,self_satisfaction,date_or_social,,special_event,unique_style,100k_to_200k
379,Yes,30s,F,morning,daily,casual,"minimal, simple",street,,,vintage,sporty,"modern, chic",freestyle,white,black,"beige, brown",,,red,"green, mint",,,ENFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,100k_to_200k
380,Yes,40s,F,anytime,daily,casual,"minimal, simple",,,,,,,freestyle,,black,"beige, brown",blue,,,"green, mint",,,INFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
381,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,ISTJ,good_impression,,,,formal_occasion,,,50k_to_100k
382,Yes,40s,F,morning,weekly,casual,,,"classic, suit",,,,,,white,black,,,"pink, coral",,,,,ENFJ,good_impression,,,,formal_occasion,,,100k_to_200k
383,Yes,40s,F,morning,daily,,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ENFP,,,,,,,unique_style,above_200k
384,Yes,30s,M,morning,daily,,,,"classic, suit",,,,,,white,,,,,,,,,ENTP,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
385,No,30s,M,,,casual,"minimal, simple",,,,,,,freestyle,,black,"beige, brown",blue,,,,,,ISTP,,mood_boost,self_satisfaction,,,,,50k_to_100k
386,Yes,40s,M,morning,daily,casual,,,,,,,,,,,"beige, brown",,,,,,,INFP,good_impression,,,,,,,50k_to_100k
387,Yes,30s,M,morning,daily,casual,,street,,,,,,,white,black,"beige, brown",,,,,,,ISTJ,,,self_satisfaction,,,,,50k_to_100k
388,Yes,40s,F,morning,daily,casual,"minimal, simple",,,"romantic, lovely",,sporty,"modern, chic",,white,black,"beige, brown",blue,"pink, coral",,"green, mint",,,ESFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,100k_to_200k
389,Yes,30s,F,morning,daily,casual,,,,,,,,,white,,"beige, brown",,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
390,No,40s,M,,,,"minimal, simple",,,,,,,,,black,,,,,,,,ISFP,good_impression,,,,formal_occasion,,,100k_to_200k
391,Yes,30s,F,morning,daily,casual,,,,"romantic, lovely",,sporty,"modern, chic",,white,black,,,"pink, coral",,,,,INFP,good_impression,mood_boost,self_satisfaction,date_or_social,,,,50k_to_100k
392,Yes,40s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,INFJ,good_impression,,,,,,,50k_to_100k
393,Yes,30s,F,morning,weekly,casual,,,,"romantic, lovely",,,"modern, chic",,,black,,blue,"pink, coral",,,,,ISTJ,good_impression,mood_boost,,,,,,100k_to_200k
394,Yes,40s,M,morning,weekly,,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,INFJ,good_impression,,,,formal_occasion,,,below_50k
395,Yes,30s,F,morning,rarely,casual,"minimal, simple",,,,,,"modern, chic",,white,black,"beige, brown",,,,,,,ISFJ,,,,date_or_social,formal_occasion,,,50k_to_100k
396,Yes,30s,F,morning,weekly,,"minimal, simple",,,"romantic, lovely",,,,freestyle,white,black,"beige, brown",,,red,,,,ISFJ,,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
397,Yes,30s,M,morning,rarely,,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,ENFP,,,self_satisfaction,date_or_social,,,,100k_to_200k
398,Yes,20s,M,afternoon,weekly,,"minimal, simple",,,,,,,,,black,,,,,,,,ESFJ,good_impression,mood_boost,,,,,,100k_to_200k
399,Yes,30s,F,morning,rarely,casual,,,,,,,,,white,black,,,,,,,,ISTJ,,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
400,Yes,30s,M,morning,daily,,,,,,,sporty,,,,black,,,,,,,,ESTP,good_impression,,,,,,,above_200k
401,Yes,40s,M,morning,weekly,casual,,street,,,,sporty,,freestyle,,black,,,,,,,,INFJ,,,,,formal_occasion,,,50k_to_100k
402,Yes,30s,F,anytime,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,,,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
403,Yes,20s,F,morning,daily,casual,,,,,,,,freestyle,white,,,,,,,,,ENFP,good_impression,,self_satisfaction,,,,,above_200k
404,Yes,30s,M,morning,weekly,casual,,,"classic, suit",,,,,,white,,"beige, brown",,,,,,,ENFJ,good_impression,,,,formal_occasion,,,100k_to_200k
405,Yes,20s,M,afternoon,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,,,,,,50k_to_100k
406,Yes,20s,F,anytime,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,"pink, coral",,,,"yellow, orange",ISFP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
407,Yes,30s,M,morning,weekly,casual,,,,,,,,,white,,"beige, brown",,,,,,,ESTJ,good_impression,mood_boost,,,formal_occasion,,,below_50k
408,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,,black,"beige, brown",,,,,,,ENFJ,,mood_boost,self_satisfaction,,,,,above_200k
409,Yes,40s,F,anytime,weekly,casual,"minimal, simple",street,,,,sporty,,,white,black,"beige, brown",blue,"pink, coral",,,,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,above_200k
410,Yes,40s,M,morning,seasonal,,,,"classic, suit",,,,,,,black,"beige, brown",blue,,,,,,ENFJ,good_impression,,,,,,,below_50k
411,Yes,20s,M,morning,daily,casual,,,,,,,,,white,black,,,,,,,,ISFP,,,,,formal_occasion,,,50k_to_100k
412,Yes,40s,M,anytime,daily,casual,,,,,,,,freestyle,,,,,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,50k_to_100k
413,Yes,50s,F,morning,rarely,casual,,,,,,,,,,black,,blue,,,,,,ENFP,good_impression,,,,,,,50k_to_100k
414,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,,,black,,blue,,,,,,INFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
415,Yes,40s,M,morning,rarely,casual,,,,,,,,,white,black,"beige, brown",,,,,,,INTP,good_impression,,,,,,,100k_to_200k
416,Yes,30s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,,black,,,"pink, coral",,,,,ESFJ,good_impression,,self_satisfaction,,,,unique_style,above_200k
417,Yes,30s,F,anytime,daily,casual,"minimal, simple",street,,"romantic, lovely",,sporty,,freestyle,white,,"beige, brown",blue,"pink, coral",,"green, mint",,,ESFP,,mood_boost,self_satisfaction,,,,unique_style,above_200k
418,Yes,50s,F,evening,rarely,casual,,,,,,,,,white,,,blue,,,,,,ENFP,,,,date_or_social,,,,50k_to_100k
419,Yes,20s,F,afternoon,rarely,casual,,,,"romantic, lovely",,,,freestyle,white,,,blue,"pink, coral",,,,,ESFP,good_impression,,self_satisfaction,,,,,100k_to_200k
420,Yes,40s,F,morning,weekly,,,,,,,,,freestyle,white,black,"beige, brown",,,,,,,ENTP,good_impression,mood_boost,,,,,,above_200k
421,Yes,20s,F,morning,weekly,casual,,,,,,,,,white,black,"beige, brown",,,,,,,ISFJ,,,,,formal_occasion,,,50k_to_100k
422,Yes,40s,M,morning,weekly,casual,,,,,,sporty,,freestyle,,black,"beige, brown",,,red,,,,ENTP,good_impression,,self_satisfaction,,,,unique_style,below_50k
423,Yes,30s,F,anytime,rarely,,,,"classic, suit","romantic, lovely",,,,,white,black,"beige, brown",,,,,,,ENTJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
424,Yes,20s,F,morning,weekly,,"minimal, simple",,,,vintage,,,freestyle,white,black,,,,,,,,ESFP,,,self_satisfaction,,,,unique_style,50k_to_100k
425,Yes,40s,M,morning,daily,casual,,,,,vintage,sporty,,,white,black,"beige, brown",,,,,,,ENFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
426,Yes,40s,F,morning,daily,casual,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",,,,"green, mint",,,ISFJ,,,self_satisfaction,,formal_occasion,,,above_200k
427,Yes,30s,F,morning,daily,,,,"classic, suit",,,,,,white,,"beige, brown",,,,,,,ISTJ,,,,,formal_occasion,,,100k_to_200k
428,Yes,40s,M,morning,rarely,,,,,"romantic, lovely",,,,,,,,,,red,"green, mint",,,ENFP,,,self_satisfaction,,formal_occasion,,,50k_to_100k
429,Yes,30s,F,morning,daily,,"minimal, simple",,,,,,"modern, chic",,white,black,"beige, brown",,,,,,,INTJ,,mood_boost,self_satisfaction,,,,,above_200k
430,Yes,40s,M,morning,weekly,casual,,,"classic, suit",,,,,freestyle,,black,"beige, brown",,,,"green, mint",,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,below_50k
431,Yes,30s,F,morning,weekly,casual,,,,,,,,,white,black,"beige, brown",,,,,,,INFJ,,,self_satisfaction,,,,,100k_to_200k
432,Yes,40s,M,morning,weekly,casual,,,,,,,,,white,black,,,,,,,,INFP,good_impression,,,,,,,50k_to_100k
433,Yes,40s,M,morning,rarely,casual,,,,,,,,,,black,"beige, brown",,,,,,,INTJ,,,,,,,unique_style,50k_to_100k
434,Yes,20s,F,anytime,rarely,casual,"minimal, simple",,,,,,,,white,black,,,"pink, coral",,,,,ISTJ,good_impression,,,,,,unique_style,50k_to_100k
435,Yes,30s,F,morning,daily,,"minimal, simple",,,,,,"modern, chic",,white,black,,,,red,"green, mint",,,ESFP,good_impression,,self_satisfaction,,,,,100k_to_200k
436,Yes,30s,M,morning,rarely,casual,,,,,,,,,,black,,,,,,,,ISTJ,good_impression,,,,,,,below_50k
437,Yes,30s,F,morning,daily,,"minimal, simple",,"classic, suit","romantic, lovely",,,,,white,black,,blue,,,,,,INFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,above_200k
438,Yes,20s,M,anytime,daily,casual,"minimal, simple",,,,,,"modern, chic",freestyle,,black,"beige, brown",blue,"pink, coral",,"green, mint",,,ENTP,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,100k_to_200k
439,Yes,30s,F,morning,daily,casual,,,,,,sporty,,freestyle,white,black,"beige, brown",,"pink, coral",,"green, mint",purple,"yellow, orange",ENFP,,,,,formal_occasion,,,below_50k
440,Yes,30s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",,,,,,,ESTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
441,Yes,40s,F,morning,daily,,,,"classic, suit",,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,INTP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
442,Yes,40s,M,morning,daily,casual,,,,,,,,freestyle,white,black,"beige, brown",,,,,,,ENFJ,good_impression,,self_satisfaction,,,,unique_style,50k_to_100k
443,Yes,30s,M,anytime,daily,casual,"minimal, simple",,,,,,,,white,,"beige, brown",,,,"green, mint",,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
444,Yes,30s,M,morning,weekly,casual,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",blue,,,,,,ENFJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
445,Yes,20s,M,anytime,daily,casual,"minimal, simple",,,,vintage,,,,,black,"beige, brown",,,,,,"yellow, orange",ENFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,above_200k
446,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISFJ,good_impression,,self_satisfaction,date_or_social,formal_occasion,,,100k_to_200k
447,Yes,40s,M,morning,daily,casual,,,"classic, suit",,,,,freestyle,white,black,"beige, brown",blue,,,,,"yellow, orange",ISFP,good_impression,,self_satisfaction,,,,,100k_to_200k
448,Yes,30s,F,morning,rarely,casual,,,,"romantic, lovely",,,,,,black,,blue,,,,purple,,ENTP,,mood_boost,self_satisfaction,,,,,50k_to_100k
449,Yes,40s,M,morning,weekly,,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
450,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,,,blue,,,,,,ISFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
451,Yes,50s,M,morning,daily,,,,"classic, suit",,,,,,,black,,,,,,,,ESFP,good_impression,,,,,,,50k_to_100k
452,No,20s,M,,,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,INTP,good_impression,,,,,,,below_50k
453,Yes,40s,M,morning,seasonal,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ISTJ,good_impression,mood_boost,,date_or_social,,,,100k_to_200k
454,Yes,30s,F,anytime,daily,casual,,,,,,,"modern, chic",,white,black,,,,,,,,ESTJ,,mood_boost,self_satisfaction,,,,,above_200k
455,Yes,40s,M,morning,daily,,,,,,,,"modern, chic",,,,,,,,"green, mint",,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
456,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,,black,,blue,,,,,,ESTP,good_impression,,self_satisfaction,,formal_occasion,,unique_style,50k_to_100k
457,Yes,30s,F,morning,rarely,casual,,street,,"romantic, lovely",,,,,white,black,"beige, brown",,,,,,,ISFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
458,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,,purple,,ISFP,good_impression,,self_satisfaction,,,,,above_200k
459,Yes,40s,F,morning,rarely,casual,"minimal, simple",,,,,,,,,black,"beige, brown",,,,,,,ISFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
460,Yes,30s,M,morning,weekly,casual,,,,,,,,,white,,,,,,,,"yellow, orange",ISTP,good_impression,,,,,,,50k_to_100k
461,Yes,30s,F,anytime,rarely,casual,"minimal, simple",,,,,,,freestyle,,black,"beige, brown",,,,,,,ISTP,,,self_satisfaction,,,,,100k_to_200k
462,Yes,30s,M,anytime,rarely,casual,,,,,,,,,,black,,,,,,,,ENTP,good_impression,,,,,,,below_50k
463,Yes,40s,F,anytime,seasonal,,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,,"beige, brown",blue,"pink, coral",red,"green, mint",purple,"yellow, orange",ESTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,,50k_to_100k
464,Yes,20s,F,anytime,daily,casual,"minimal, simple",,,"romantic, lovely",,,,,white,black,,,,,,,,ENFP,good_impression,mood_boost,,date_or_social,formal_occasion,,,50k_to_100k
465,Yes,30s,F,morning,daily,casual,,,,,,sporty,,freestyle,white,black,"beige, brown",,,,,,,ISFP,good_impression,,self_satisfaction,,,,,50k_to_100k
466,Yes,30s,M,morning,daily,casual,,,,,,,,,white,black,,,"pink, coral",,,,,ISTJ,,,self_satisfaction,,,,,below_50k
467,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,white,,"beige, brown",,,,,purple,,ENTP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,,50k_to_100k
468,Yes,30s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,white,black,,,,,"green, mint",,,INFP,,mood_boost,self_satisfaction,,,,,100k_to_200k
469,Yes,30s,M,morning,daily,,,,,,,sporty,,,white,black,"beige, brown",,,,,,,INFJ,good_impression,,self_satisfaction,,,,unique_style,above_200k
470,Yes,40s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",blue,,,,,,ESTJ,good_impression,,,,,,,50k_to_100k
471,Yes,30s,M,morning,daily,casual,,,,,,,,freestyle,,,"beige, brown",,,,,,,ENTP,good_impression,,self_satisfaction,,,,,above_200k
472,Yes,30s,F,morning,daily,,,,,"romantic, lovely",,,,,white,black,"beige, brown",,"pink, coral",,,,,ENFJ,good_impression,mood_boost,,,,,,50k_to_100k
473,Yes,30s,M,morning,weekly,casual,,,"classic, suit",,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ESFP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,50k_to_100k
474,Yes,30s,F,morning,weekly,casual,,,,,,sporty,,,white,black,,,,,,purple,,ISFJ,good_impression,,,,,,unique_style,above_200k
475,Yes,20s,M,anytime,weekly,casual,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISFJ,good_impression,,,,,,,100k_to_200k
476,Yes,30s,M,anytime,daily,casual,,,"classic, suit",,,,,,white,,"beige, brown",,,,,,,ENFJ,good_impression,,self_satisfaction,,,,unique_style,50k_to_100k
477,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,,black,"beige, brown",,,,,,,ENTJ,,,self_satisfaction,,,,,100k_to_200k
478,Yes,30s,F,anytime,daily,casual,"minimal, simple",,"classic, suit",,,,"modern, chic",,,black,,,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,100k_to_200k
479,Yes,30s,M,morning,daily,,,street,"classic, suit",,vintage,,,,white,black,,blue,,red,,,,ISFP,good_impression,mood_boost,,,formal_occasion,,,below_50k
480,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,"beige, brown",,,,,,,INFJ,good_impression,,,date_or_social,formal_occasion,,unique_style,below_50k
481,Yes,30s,M,morning,seasonal,casual,,,,,,,"modern, chic",,,,,blue,,,"green, mint",,"yellow, orange",ENTP,,,self_satisfaction,,,,,100k_to_200k
482,Yes,30s,M,morning,rarely,,"minimal, simple",,"classic, suit",,,sporty,,freestyle,white,black,,blue,,,,,,ISTP,good_impression,,self_satisfaction,,,,unique_style,above_200k
483,Yes,30s,M,morning,weekly,,,street,,,,,"modern, chic",,white,black,,,,,,,,ENFP,good_impression,,self_satisfaction,,,,,50k_to_100k
484,Yes,20s,F,morning,seasonal,,,,,,,,,freestyle,,,"beige, brown",,"pink, coral",,,purple,,INFJ,,mood_boost,self_satisfaction,date_or_social,,,unique_style,100k_to_200k
485,Yes,20s,M,morning,daily,,"minimal, simple",,,,,,,,,black,,,,,,,,ESFJ,good_impression,mood_boost,,,,,,100k_to_200k
486,Yes,30s,M,morning,daily,,,,,,,,,freestyle,white,black,,,,red,,,,INFJ,good_impression,,self_satisfaction,,,,unique_style,50k_to_100k
487,Yes,30s,F,morning,daily,casual,,,,,,,,,,black,"beige, brown",,"pink, coral",,,,,ISFJ,good_impression,,self_satisfaction,,,,,above_200k
488,Yes,20s,F,morning,rarely,,"minimal, simple",,,,,,"modern, chic",freestyle,,,,,,,"green, mint",purple,"yellow, orange",INFJ,good_impression,,self_satisfaction,date_or_social,,special_event,,50k_to_100k
489,Yes,30s,F,morning,weekly,,"minimal, simple",,,"romantic, lovely",,,,,white,,"beige, brown",blue,,,,,,INTJ,good_impression,mood_boost,,,,,,50k_to_100k
490,Yes,30s,M,morning,weekly,,,street,,,,,"modern, chic",,,,"beige, brown",,,,,,,ESFP,,,,date_or_social,,,,100k_to_200k
491,Yes,20s,M,anytime,weekly,casual,,,"classic, suit",,,,,,white,black,"beige, brown",blue,,,,,,ESFJ,good_impression,,,,formal_occasion,,,100k_to_200k
492,Yes,30s,F,morning,daily,casual,,street,,"romantic, lovely",,sporty,,freestyle,white,black,,blue,"pink, coral",,"green, mint",,,ESFP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,above_200k
493,Yes,20s,M,morning,weekly,,"minimal, simple",,,,,,,,,black,,,,,,,,INTJ,good_impression,,,date_or_social,formal_occasion,,,100k_to_200k
494,Yes,30s,M,morning,weekly,casual,,,,,,,,,,black,,,,,,,,ISTJ,good_impression,,self_satisfaction,,,,,100k_to_200k
495,Yes,30s,F,morning,rarely,casual,,,,,,,,,white,,,,"pink, coral",,,,,INFP,,mood_boost,self_satisfaction,,,,,100k_to_200k
496,Yes,30s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,,"beige, brown",,,,,,,INTP,good_impression,,,,,,unique_style,100k_to_200k
497,Yes,30s,F,morning,weekly,,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,black,,blue,"pink, coral",,,,,ESTJ,good_impression,mood_boost,,date_or_social,,,,above_200k
498,Yes,40s,M,morning,weekly,casual,,,,,,sporty,,,,black,,,,,,,,ISTP,good_impression,,,,,,,below_50k
499,Yes,30s,M,afternoon,rarely,casual,"minimal, simple",,,,,,"modern, chic",,white,black,,blue,,,,,,ISTP,good_impression,,,date_or_social,,,,below_50k
500,Yes,20s,M,anytime,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ESFJ,good_impression,mood_boost,,date_or_social,formal_occasion,,,above_200k
501,Yes,40s,M,morning,daily,casual,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,,"beige, brown",blue,,,"green, mint",,,ENFJ,good_impression,mood_boost,,date_or_social,formal_occasion,special_event,unique_style,above_200k
502,Yes,20s,F,morning,daily,,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,ISFJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
