user_id,age_group,gender,mbti,purpose,fashionstyle,prefercolor
1106,30s,M,NONE,"mood_boost, special_event",casual,"white, black, beige, brown, blue"
1107,30s,F,ESTJ,"mood_boost, self_satisfaction",casual,black
1108,20s,F,ISTJ,mood_boost,"classic, suit, modern, chic",black
1109,30s,M,ISTJ,special_event,casual,"white, black"
1110,40s,M,ESTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event, unique_style","classic, suit, sports, modern, chic, freestyle","black, blue, pink, coral, green, mint, yellow, orange"
1111,40s,F,ISTJ,"good_impression, self_satisfaction","minimal, simple","white, blue, green, mint"
1112,40s,M,ESFJ,"good_impression, self_satisfaction","classic, suit, modern, chic","beige, brown, blue"
1113,50s,M,INFP,self_satisfaction,"casual, freestyle","black, beige, brown"
1114,30s,F,ESTJ,self_satisfaction,"classic, suit",purple
1115,50s,M,INTJ,"mood_boost, self_satisfaction","casual, minimal, simple, classic, suit","black, beige, brown, blue"
1116,30s,F,ISTJ,"self_satisfaction, formal_occasion","minimal, simple, classic, suit, modern, chic","white, black"
1117,30s,M,INFJ,"good_impression, date_or_social","casual, freestyle",black
1118,40s,M,INTJ,"good_impression, formal_occasion","casual, classic, suit","white, black"
1119,30s,F,INFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, special_event, unique_style","casual, romantic, lovely, vintage","white, black, beige, brown, blue"
1120,20s,M,ISFJ,"good_impression, date_or_social, special_event","minimal, simple","white, black, beige, brown, green, mint"
1121,40s,M,ESTJ,good_impression,"casual, classic, suit","white, black, beige, brown"
1122,40s,M,NONE,good_impression,"casual, sports","white, black"
1123,40s,M,ISTJ,self_satisfaction,casual,"white, beige, brown"
1124,30s,F,ENFP,"good_impression, mood_boost","casual, romantic, lovely","blue, red, purple"
1125,40s,M,NONE,mood_boost,casual,black
1126,40s,M,ENTJ,good_impression,freestyle,"black, beige, brown"
1127,30s,F,ISTP,date_or_social,freestyle,"white, black"
1128,30s,M,INTJ,good_impression,"minimal, simple","white, black, beige, brown"
1129,30s,M,INFJ,formal_occasion,"minimal, simple","white, beige, brown"
1130,40s,F,ESTJ,mood_boost,"casual, sports",black
1131,40s,M,INTJ,good_impression,"casual, classic, suit","beige, brown"
1132,40s,M,NONE,good_impression,"casual, classic, suit","white, black, beige, brown"
1133,30s,M,ISTJ,good_impression,"minimal, simple, romantic, lovely",black
1134,30s,M,ISTP,good_impression,"casual, minimal, simple","white, black, beige, brown"
1135,30s,M,ENTP,"good_impression, self_satisfaction, formal_occasion, unique_style","casual, street, sports, modern, chic","black, beige, brown"
1136,30s,M,ESFP,"good_impression, date_or_social","casual, classic, suit, freestyle","black, beige, brown"
1137,30s,M,ISTP,good_impression,"casual, street","white, black, beige, brown"
1138,30s,F,ISTJ,"good_impression, self_satisfaction","casual, minimal, simple","black, beige, brown, pink, coral"
1139,40s,M,NONE,"good_impression, mood_boost, self_satisfaction","casual, classic, suit","black, beige, brown"
1140,30s,F,INTP,"self_satisfaction, unique_style","minimal, simple, modern, chic","black, beige, brown"
1141,30s,M,INTJ,date_or_social,"casual, street, sports","white, black, beige, brown"
1142,20s,F,ESTJ,good_impression,casual,"green, mint"
1143,40s,F,ISTP,good_impression,"casual, minimal, simple","white, black, pink, coral"
1144,40s,M,ENFJ,"good_impression, self_satisfaction","casual, classic, suit","black, beige, brown"
1145,30s,M,ENTP,self_satisfaction,casual,white
1146,30s,F,ENFJ,"good_impression, self_satisfaction","minimal, simple, freestyle","black, beige, brown, red"
1147,30s,F,ISTJ,"good_impression, self_satisfaction, date_or_social",freestyle,"white, black, blue"
1148,20s,M,INTJ,"good_impression, mood_boost, date_or_social","casual, vintage","blue, red, green, mint"
1149,20s,M,ESTJ,"good_impression, self_satisfaction","casual, minimal, simple, street, classic, suit","white, black, blue, pink, coral, green, mint, yellow, orange"
1150,40s,M,ISTJ,good_impression,"casual, classic, suit","white, black, beige, brown, pink, coral"
1151,30s,F,ESFJ,"good_impression, mood_boost","casual, classic, suit","white, black, beige, brown"
1152,30s,M,ESFJ,good_impression,casual,white
1153,20s,F,ENTP,mood_boost,"casual, classic, suit, romantic, lovely","white, beige, brown, pink, coral"
1154,30s,M,ISTP,self_satisfaction,"minimal, simple",black
1155,30s,M,ENTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event, unique_style","casual, classic, suit, vintage, freestyle","black, beige, brown, blue"
1156,30s,M,ENFP,"good_impression, formal_occasion","minimal, simple","black, beige, brown"
1157,30s,M,ENTJ,"good_impression, self_satisfaction","casual, modern, chic","white, black, blue"
1158,30s,M,ESTJ,"mood_boost, formal_occasion","casual, classic, suit","black, beige, brown, blue"
1159,20s,M,INTP,"good_impression, self_satisfaction","casual, minimal, simple, freestyle","white, black, beige, brown"
1160,20s,F,ISTP,"good_impression, self_satisfaction, formal_occasion","casual, minimal, simple, street, modern, chic","black, purple"
1161,20s,M,ENFP,"good_impression, mood_boost, date_or_social",casual,"black, beige, brown, blue, green, mint"
1162,30s,M,ESTJ,good_impression,"casual, classic, suit, modern, chic","white, black"
1163,30s,F,ESFJ,"good_impression, mood_boost, self_satisfaction, unique_style","minimal, simple, modern, chic","white, black, green, mint"
1164,40s,M,ENTP,"mood_boost, self_satisfaction","casual, sports, modern, chic, freestyle","black, green, mint, yellow, orange"
1165,20s,F,ISTJ,unique_style,freestyle,white
1166,20s,F,ESTJ,"good_impression, date_or_social, special_event","casual, minimal, simple, modern, chic","white, black, blue, purple"
1167,20s,F,ESFJ,"good_impression, mood_boost, date_or_social, special_event, unique_style","casual, classic, suit, modern, chic","white, black, beige, brown"
1168,20s,M,ISFJ,"good_impression, self_satisfaction, formal_occasion","casual, minimal, simple","white, black, beige, brown"
1169,30s,M,ISTJ,"good_impression, date_or_social, special_event","casual, minimal, simple, sports","white, black"
1170,30s,M,INFP,"good_impression, mood_boost","classic, suit, romantic, lovely","pink, coral, red"
1171,40s,M,NONE,"mood_boost, self_satisfaction","casual, minimal, simple","white, black"
1172,20s,F,ENFP,"mood_boost, date_or_social","casual, minimal, simple","white, beige, brown, purple"
1173,30s,M,ESTP,self_satisfaction,freestyle,"white, black, beige, brown, green, mint"
1174,40s,M,ENTJ,"good_impression, self_satisfaction","casual, classic, suit, sports, freestyle","white, black, blue, green, mint"
1175,30s,M,ISFP,mood_boost,"minimal, simple","white, black"
1176,30s,M,ISTP,"good_impression, self_satisfaction","casual, classic, suit","white, beige, brown, pink, coral, green, mint"
1177,20s,F,INFP,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, classic, suit, romantic, lovely","white, black, beige, brown, pink, coral"
1178,40s,M,ISFP,"good_impression, mood_boost","casual, freestyle","black, beige, brown"
1179,20s,F,INFP,"good_impression, date_or_social","casual, minimal, simple","white, blue, green, mint"
1180,30s,F,ENFP,"mood_boost, self_satisfaction, date_or_social","casual, classic, suit","white, black, pink, coral"
1181,30s,F,ISTJ,"mood_boost, date_or_social","casual, street, modern, chic","white, pink, coral, yellow, orange"
1182,30s,M,ENTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, unique_style","classic, suit, modern, chic","white, black, beige, brown, blue, green, mint"
1183,20s,F,ESFJ,"self_satisfaction, date_or_social, unique_style","casual, minimal, simple","white, beige, brown, yellow, orange"
1184,40s,M,ENFJ,"good_impression, mood_boost, self_satisfaction, unique_style","classic, suit, modern, chic",black
1185,20s,F,INTJ,"mood_boost, self_satisfaction, formal_occasion","casual, minimal, simple, romantic, lovely, vintage","white, pink, coral"
1186,30s,M,ISFP,"good_impression, mood_boost, self_satisfaction","casual, freestyle","white, black, blue, red"
1187,20s,F,ISFP,"good_impression, self_satisfaction, formal_occasion","minimal, simple, vintage, sports","black, beige, brown"
1188,40s,M,ESTJ,"good_impression, mood_boost, unique_style","casual, freestyle","white, black, beige, brown"
1189,40s,M,ISTJ,"good_impression, formal_occasion","casual, street, sports","white, black, beige, brown"
1190,30s,M,ESTP,"good_impression, self_satisfaction","casual, minimal, simple","white, black"
1191,20s,M,INTJ,"mood_boost, self_satisfaction","casual, sports, modern, chic","black, blue"
1192,20s,F,ISFJ,"mood_boost, self_satisfaction, unique_style",freestyle,"white, black, blue, green, mint"
1193,40s,M,NONE,formal_occasion,"classic, suit",black
1194,30s,F,ISTJ,self_satisfaction,"casual, romantic, lovely","white, pink, coral"
1195,30s,F,INTJ,"mood_boost, self_satisfaction","casual, minimal, simple, vintage, freestyle","black, beige, brown, green, mint"
1196,30s,M,ISTP,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, modern, chic","white, black, beige, brown, blue"
1197,40s,M,ISTP,"good_impression, mood_boost, self_satisfaction, date_or_social, unique_style","minimal, simple, classic, suit, modern, chic",black
1198,40s,M,ESFJ,good_impression,casual,black
1199,30s,M,ISFJ,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, minimal, simple","white, black, beige, brown, blue, green, mint"
1200,30s,M,ENFJ,"mood_boost, self_satisfaction","classic, suit","black, beige, brown"
1201,20s,F,INTP,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, classic, suit, modern, chic","white, beige, brown"
1202,40s,M,INTJ,"good_impression, date_or_social, formal_occasion","casual, sports","white, black, beige, brown, green, mint"
1203,20s,F,ISTJ,good_impression,"casual, street, classic, suit","white, beige, brown, pink, coral"
1204,20s,F,ISTJ,"mood_boost, self_satisfaction, unique_style","casual, freestyle","white, beige, brown"
1205,30s,M,ISTJ,self_satisfaction,"casual, minimal, simple","white, black"
1206,20s,F,INTJ,"mood_boost, self_satisfaction","casual, classic, suit","white, black, blue"
1207,30s,M,ESTJ,"good_impression, self_satisfaction","minimal, simple, modern, chic, freestyle","white, black, beige, brown"
1208,30s,M,ENFJ,good_impression,"casual, minimal, simple","white, black, beige, brown"
1209,40s,M,INTJ,date_or_social,sports,blue
1210,30s,M,ESFJ,good_impression,"casual, minimal, simple, classic, suit","white, black, beige, brown"
1211,20s,M,ESFP,"good_impression, mood_boost, date_or_social","minimal, simple","white, black, beige, brown"
1212,30s,F,ISTP,"good_impression, mood_boost, self_satisfaction, unique_style","casual, classic, suit","white, black"
1213,30s,F,ENFJ,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple","white, black, blue"
1214,40s,F,ESTP,"good_impression, date_or_social, formal_occasion, special_event","casual, minimal, simple, modern, chic","white, black"
1215,20s,M,ESTJ,"good_impression, date_or_social, special_event","casual, minimal, simple","white, black, beige, brown"
1216,40s,F,NONE,"good_impression, mood_boost, self_satisfaction","classic, suit, freestyle","white, black, blue"
1217,30s,F,ESFP,"good_impression, mood_boost","classic, suit","white, beige, brown"
1218,30s,F,ISFJ,mood_boost,street,"beige, brown"
1219,30s,F,ENFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, unique_style","casual, minimal, simple, street, modern, chic","white, black, blue, pink, coral, green, mint"
1220,30s,F,INFP,self_satisfaction,"classic, suit","beige, brown, green, mint"
1221,30s,F,ESTP,"good_impression, self_satisfaction",casual,"white, black"
1222,30s,F,ISFJ,"mood_boost, date_or_social","casual, minimal, simple, sports, modern, chic, freestyle","black, beige, brown"
1223,20s,F,INFJ,"good_impression, mood_boost, self_satisfaction","casual, classic, suit, freestyle","beige, brown, purple"
1224,50s,F,ISTJ,"good_impression, mood_boost, unique_style","minimal, simple","white, black, beige, brown"
1225,30s,M,ENTP,"good_impression, self_satisfaction","casual, classic, suit, vintage","black, green, mint"
1226,20s,F,ESTJ,"self_satisfaction, date_or_social",casual,white
1227,30s,M,ISTJ,"good_impression, self_satisfaction, formal_occasion","classic, suit, vintage","beige, brown"
1228,20s,F,INFP,"good_impression, self_satisfaction","romantic, lovely, vintage","white, pink, coral"
1229,20s,F,INTJ,"good_impression, mood_boost, self_satisfaction, unique_style","casual, minimal, simple, modern, chic","white, black, gray"
1230,30s,M,ISTJ,"good_impression, date_or_social, special_event, unique_style","casual, minimal, simple",white
1231,20s,M,ISFP,"good_impression, self_satisfaction, date_or_social","casual, romantic, lovely, modern, chic","white, black, beige, brown, green, mint"
1232,20s,F,ISFJ,"good_impression, mood_boost, self_satisfaction","casual, classic, suit","white, black, green, mint"
1233,20s,F,ESTJ,"mood_boost, self_satisfaction",casual,"white, black"
1234,40s,F,ENFJ,"good_impression, mood_boost, self_satisfaction, unique_style","casual, minimal, simple, freestyle","white, black, beige, brown, green, mint"
1235,30s,F,INFJ,"good_impression, self_satisfaction","modern, chic","white, black, beige, brown, blue"
1236,30s,M,ENFP,"good_impression, formal_occasion, unique_style","minimal, simple, modern, chic","black, beige, brown"
1237,30s,F,INFJ,"self_satisfaction, unique_style","minimal, simple, modern, chic","white, black"
1238,30s,F,INTJ,"mood_boost, self_satisfaction, formal_occasion","minimal, simple, classic, suit","white, black, beige, brown, red"
1239,40s,M,ESTJ,"good_impression, formal_occasion",casual,blue
1240,20s,F,ISTJ,"good_impression, mood_boost, self_satisfaction",casual,white
1241,40s,M,ENFJ,formal_occasion,freestyle,blue
1242,40s,M,ENFJ,"mood_boost, self_satisfaction, date_or_social, formal_occasion","street, classic, suit, romantic, lovely, sports","beige, brown, pink, coral, purple"
1243,40s,M,NONE,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple","black, blue"
1244,30s,F,ESFP,"mood_boost, self_satisfaction, date_or_social, formal_occasion, unique_style",freestyle,"white, black, beige, brown, pink, coral"
1245,40s,F,ISFJ,formal_occasion,freestyle,black
1246,30s,M,ENFJ,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, minimal, simple, freestyle","white, black, yellow, orange"
1247,30s,M,INFJ,"good_impression, mood_boost","casual, classic, suit, vintage","white, yellow, orange"
1248,20s,M,ISTJ,"good_impression, formal_occasion","casual, minimal, simple","white, black, blue"
1249,40s,F,ENFP,"good_impression, mood_boost","casual, minimal, simple, street","white, black, beige, brown"
1250,40s,M,ENTP,"good_impression, mood_boost","classic, suit","black, beige, brown, blue"
1251,20s,F,ENFP,mood_boost,"casual, minimal, simple","white, black"
1252,50s,M,INTP,"good_impression, self_satisfaction, date_or_social","casual, classic, suit","white, black, blue"
1253,30s,F,ENTP,good_impression,"classic, suit, romantic, lovely","white, beige, brown"
1254,40s,M,NONE,good_impression,"casual, minimal, simple, classic, suit","white, black, beige, brown"
1255,30s,M,ESFP,self_satisfaction,street,"white, black"
1256,30s,M,ESFJ,mood_boost,"classic, suit, romantic, lovely, vintage","black, beige, brown, blue"
1257,40s,F,ENFJ,unique_style,"romantic, lovely","white, black, pink, coral, green, mint, purple"
1258,50s,M,NONE,good_impression,casual,"beige, brown"
1259,40s,M,ISTJ,good_impression,casual,"white, black, blue"
1260,40s,M,ESTJ,"good_impression, mood_boost","casual, classic, suit, modern, chic","white, black, beige, brown"
1261,20s,M,INTJ,"self_satisfaction, unique_style","casual, minimal, simple","white, black, yellow, orange"
1262,30s,M,ISFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, unique_style","casual, minimal, simple, modern, chic","white, black, blue"
1263,30s,M,ISFP,"good_impression, date_or_social",casual,"white, black"
1264,40s,F,ESFJ,"good_impression, self_satisfaction","minimal, simple, classic, suit, romantic, lovely","white, black, green, mint"
1265,30s,M,ISTP,good_impression,"classic, suit","black, blue"
1266,30s,M,ESFJ,"good_impression, date_or_social, special_event","casual, street, classic, suit, sports","white, black, beige, brown, blue"
1267,30s,F,INFP,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, street",black
1268,50s,M,ESTJ,"good_impression, date_or_social","classic, suit",blue
1269,30s,M,INFP,good_impression,casual,black
1270,30s,F,ESTJ,"good_impression, mood_boost, date_or_social, special_event, unique_style","minimal, simple, classic, suit, modern, chic","white, blue, pink, coral, green, mint, yellow, orange"
1271,30s,F,ESFJ,"mood_boost, self_satisfaction","casual, romantic, lovely","white, black, beige, brown, pink, coral"
1272,30s,F,ENFP,"mood_boost, self_satisfaction",casual,"white, pink, coral"
1273,40s,F,INTP,"mood_boost, self_satisfaction",casual,"black, beige, brown"
1274,40s,M,INTJ,good_impression,"classic, suit",black
1275,30s,M,ENFJ,"good_impression, self_satisfaction, unique_style",casual,"beige, brown, blue"
1276,20s,F,ESTJ,"good_impression, self_satisfaction",casual,white
1277,30s,F,ISTP,"mood_boost, self_satisfaction","casual, minimal, simple, street","white, black, beige, brown"
1278,20s,F,ISFP,"good_impression, self_satisfaction, special_event","street, sports, modern, chic","white, black"
1279,40s,F,INFP,"good_impression, mood_boost, self_satisfaction","casual, sports, freestyle","white, black, blue"
1280,30s,F,INFJ,"mood_boost, self_satisfaction","casual, modern, chic","white, black, pink, coral"
1281,30s,F,INFP,"good_impression, mood_boost, formal_occasion","minimal, simple, street, romantic, lovely","black, beige, brown, pink, coral, red, green, mint"
1282,30s,M,INTP,"good_impression, self_satisfaction","casual, minimal, simple, street","white, black"
1283,20s,F,ENFJ,self_satisfaction,"casual, minimal, simple, sports","white, black"
1284,20s,M,ISTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event","casual, minimal, simple, street","white, black"
1285,30s,M,ISFP,self_satisfaction,"casual, classic, suit","black, green, mint, purple"
1286,50s,M,ESTP,"good_impression, mood_boost, self_satisfaction","casual, minimal, simple, sports, modern, chic","black, blue, yellow, orange"
1287,40s,M,ISFJ,"good_impression, self_satisfaction","casual, minimal, simple, classic, suit","white, black, green, mint"
1288,20s,M,ESTP,"good_impression, self_satisfaction",freestyle,"white, black, beige, brown, blue"
1289,30s,F,ENFP,"self_satisfaction, date_or_social","romantic, lovely","white, pink, coral"
1290,30s,F,ISFJ,"good_impression, self_satisfaction","casual, minimal, simple","white, black, yellow, orange"
1291,40s,F,ENFJ,good_impression,"classic, suit","white, black"
1292,30s,F,ISTJ,"mood_boost, self_satisfaction, date_or_social",casual,"white, black, blue"
1293,40s,M,INTJ,"good_impression, self_satisfaction","casual, modern, chic","white, blue"
1294,40s,M,INFJ,formal_occasion,"street, modern, chic",black
1295,30s,M,ENFP,"mood_boost, self_satisfaction, unique_style","casual, modern, chic","black, beige, brown, purple"
1296,40s,M,ENTP,good_impression,"casual, street, vintage, freestyle","white, green, mint, gray"
1297,30s,F,ENFP,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event, unique_style","casual, minimal, simple, romantic, lovely, sports, modern, chic, freestyle","white, black, blue, pink, coral, red, yellow, orange"
1298,20s,F,ESFJ,"mood_boost, self_satisfaction, date_or_social",freestyle,"black, beige, brown, pink, coral"
1299,30s,F,INFJ,"good_impression, mood_boost, self_satisfaction","minimal, simple, modern, chic","white, black"
1300,30s,F,ENTP,"self_satisfaction, unique_style","classic, suit, modern, chic","white, black, beige, brown, blue"
1301,30s,F,ISFJ,"good_impression, self_satisfaction, unique_style","casual, minimal, simple, freestyle","white, black, beige, brown, blue"
1302,20s,M,INTJ,good_impression,"minimal, simple",black
1303,30s,M,ISTP,"good_impression, date_or_social, unique_style",casual,"white, black, beige, brown"
1304,40s,M,ENFJ,"mood_boost, self_satisfaction","casual, minimal, simple, modern, chic","beige, brown, pink, coral, purple"
1305,30s,F,ESFJ,"good_impression, self_satisfaction","classic, suit, romantic, lovely","white, black, beige, brown"
1306,30s,F,ESTP,"good_impression, self_satisfaction","modern, chic, freestyle","white, black, beige, brown"
1307,20s,F,ISTJ,"good_impression, self_satisfaction","casual, classic, suit","pink, coral, yellow, orange"
1308,40s,M,INFJ,good_impression,casual,blue
1309,30s,M,ESTJ,self_satisfaction,casual,"beige, brown"
1310,30s,M,ENTJ,"good_impression, self_satisfaction, special_event","street, freestyle","white, black, beige, brown"
1311,30s,M,ESTJ,"mood_boost, self_satisfaction",vintage,"white, black"
1312,20s,F,ENFJ,"mood_boost, self_satisfaction, date_or_social, special_event","casual, vintage","white, beige, brown, red"
1313,20s,F,ISTJ,"good_impression, self_satisfaction",casual,"white, black, beige, brown"
1314,30s,F,ESFP,"good_impression, mood_boost, unique_style","casual, modern, chic","black, beige, brown, blue, purple"
1315,30s,F,ISTP,"mood_boost, self_satisfaction, unique_style",casual,"white, beige, brown, pink, coral, purple"
1316,30s,F,ISFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion","casual, classic, suit, sports","white, beige, brown, pink, coral, green, mint"
1317,30s,M,ESFP,good_impression,casual,"white, black"
1318,20s,F,ENTP,"good_impression, self_satisfaction, date_or_social","romantic, lovely","white, black, blue"
1319,30s,F,ISFJ,"good_impression, mood_boost, date_or_social, formal_occasion","minimal, simple, romantic, lovely, modern, chic","white, black, beige, brown, blue, pink, coral, green, mint"
1320,40s,F,ENTJ,"good_impression, self_satisfaction, unique_style","classic, suit, modern, chic","white, black, beige, brown, blue, pink, coral, green, mint"
1321,30s,M,ISFP,"good_impression, mood_boost, date_or_social, special_event","casual, minimal, simple","white, black, green, mint"
1322,30s,M,INTJ,"mood_boost, self_satisfaction","minimal, simple, modern, chic, freestyle","black, blue"
1323,40s,M,ESFJ,good_impression,"classic, suit","white, black"
1324,30s,M,ENTP,good_impression,"casual, modern, chic","white, black, beige, brown, blue"
1325,30s,M,ISTJ,"good_impression, mood_boost, formal_occasion, unique_style","casual, classic, suit, sports, freestyle","white, black, blue"
1326,20s,F,INFJ,self_satisfaction,"minimal, simple","white, blue, pink, coral, green, mint"
1327,40s,F,INTP,"good_impression, self_satisfaction","classic, suit","beige, brown, blue"
1328,40s,M,ISTJ,good_impression,"minimal, simple","black, beige, brown"
1329,40s,M,ISFP,good_impression,"classic, suit","white, black"
1330,30s,M,ENFP,"mood_boost, self_satisfaction, date_or_social","casual, street, modern, chic","black, blue"
1331,30s,F,ISFP,"good_impression, self_satisfaction","casual, minimal, simple, modern, chic","white, black, beige, brown"
1332,40s,M,NONE,good_impression,casual,white
1333,30s,M,ESTJ,"good_impression, self_satisfaction, unique_style","casual, classic, suit",black
1334,20s,F,ENTJ,self_satisfaction,casual,"white, pink, coral"
1335,40s,F,INFJ,good_impression,"casual, classic, suit","white, black"
1336,20s,F,INFP,"mood_boost, date_or_social","casual, minimal, simple","white, black, blue"
1337,30s,M,ISTJ,self_satisfaction,"classic, suit","beige, brown, pink, coral, green, mint"
1338,20s,F,INTP,self_satisfaction,street,"beige, brown"
1339,20s,M,INTP,"good_impression, mood_boost, self_satisfaction, formal_occasion","casual, minimal, simple","white, black, beige, brown, blue"
1340,40s,F,ISTJ,mood_boost,"classic, suit","beige, brown"
1341,20s,M,ISTJ,"good_impression, self_satisfaction","casual, street, classic, suit","white, black, beige, brown, green, mint"
1342,30s,F,INTP,"mood_boost, self_satisfaction","casual, minimal, simple, modern, chic","white, black, beige, brown"
1343,50s,M,ESFJ,mood_boost,casual,"white, black, beige, brown, blue, green, mint"
1344,30s,F,ISTP,"mood_boost, self_satisfaction","classic, suit, modern, chic","red, purple"
1345,20s,F,INTP,self_satisfaction,"casual, minimal, simple, vintage, modern, chic","white, black, blue"
1346,30s,M,NONE,good_impression,casual,"black, beige, brown, blue"
1347,30s,M,ISTJ,"good_impression, self_satisfaction, date_or_social, unique_style","minimal, simple, modern, chic","white, black, gray"
1348,40s,M,ISFJ,"good_impression, mood_boost, self_satisfaction","classic, suit","white, black"
1349,30s,F,ESFJ,"good_impression, mood_boost, self_satisfaction","casual, freestyle","white, blue, green, mint"
1350,40s,M,ENFP,formal_occasion,casual,"white, black, beige, brown"
1351,30s,M,ISTJ,"good_impression, date_or_social, unique_style","casual, minimal, simple, sports, freestyle","white, black, beige, brown, green, mint"
1352,30s,F,ISTP,"mood_boost, self_satisfaction, date_or_social, unique_style","casual, romantic, lovely, modern, chic, freestyle","white, black, beige, brown"
1353,30s,M,ENTP,"good_impression, self_satisfaction, unique_style","street, classic, suit, sports","white, black, blue"
1354,40s,F,ENTJ,"mood_boost, self_satisfaction, date_or_social, formal_occasion, unique_style","casual, minimal, simple, classic, suit, freestyle","white, black, purple"
1355,40s,M,ISTJ,formal_occasion,"casual, classic, suit","white, black, beige, brown"
1356,20s,F,ISFJ,self_satisfaction,freestyle,"white, black, blue"
1357,40s,M,NONE,good_impression,casual,black
1358,30s,M,ESTJ,"good_impression, mood_boost, self_satisfaction","minimal, simple, classic, suit, modern, chic","black, beige, brown, blue"
1359,20s,F,ENFP,"good_impression, mood_boost, self_satisfaction","minimal, simple, romantic, lovely","pink, coral"
1360,30s,M,NONE,"good_impression, mood_boost, self_satisfaction","casual, freestyle","black, blue"
1361,20s,M,ENTP,"good_impression, self_satisfaction, date_or_social","casual, street","beige, brown, green, mint"
1362,30s,F,ENFJ,self_satisfaction,"casual, minimal, simple, romantic, lovely","white, black, beige, brown, blue, pink, coral, red, green, mint, purple, yellow, orange"
1363,20s,M,ISFJ,good_impression,"casual, minimal, simple, classic, suit","white, black, beige, brown"
1364,20s,M,ESTJ,"good_impression, self_satisfaction, date_or_social, formal_occasion, special_event","minimal, simple","white, black, blue"
1365,20s,F,ISTP,"good_impression, mood_boost, self_satisfaction, date_or_social","casual, minimal, simple, romantic, lovely, modern, chic, freestyle","white, black, beige, brown, green, mint"
1366,30s,F,ISTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion","casual, minimal, simple, modern, chic, freestyle","white, black, beige, brown"
1367,30s,M,ISTP,"good_impression, mood_boost, self_satisfaction, date_or_social, unique_style","casual, sports","white, black, beige, brown"
1368,20s,F,INFP,"good_impression, mood_boost, special_event","casual, classic, suit, romantic, lovely, freestyle","white, black, beige, brown, yellow, orange"
1369,30s,M,NONE,"good_impression, self_satisfaction",casual,black
1370,40s,F,INTJ,"mood_boost, self_satisfaction",casual,black
1371,30s,F,ENTP,"good_impression, date_or_social","classic, suit, romantic, lovely","white, black, beige, brown"
1372,40s,F,ENFJ,"mood_boost, special_event","classic, suit",purple
1373,20s,F,ESTJ,"good_impression, mood_boost, self_satisfaction","minimal, simple, modern, chic","white, black, red"
1374,30s,M,ESFJ,"good_impression, mood_boost, self_satisfaction","casual, sports, modern, chic","white, blue, red, yellow, orange"
1375,30s,M,ESFP,"mood_boost, self_satisfaction, date_or_social","casual, classic, suit, freestyle","white, black, beige, brown, blue"
1376,30s,F,INFJ,"good_impression, mood_boost, unique_style","casual, classic, suit, romantic, lovely","white, beige, brown, blue, pink, coral, red"
1377,40s,M,ENTP,"self_satisfaction, date_or_social, formal_occasion","casual, street, sports","beige, brown"
1378,30s,M,ESTJ,"good_impression, mood_boost, self_satisfaction","casual, classic, suit, romantic, lovely, vintage","white, black, beige, brown"
1379,30s,F,ENTJ,"good_impression, mood_boost, self_satisfaction, date_or_social, special_event, unique_style","casual, modern, chic","black, blue, green, mint, purple"
1380,30s,F,ENFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event, unique_style","casual, minimal, simple, street, vintage, sports, modern, chic, freestyle","white, black, beige, brown, red, green, mint"
1381,40s,F,INFJ,"good_impression, mood_boost, self_satisfaction, unique_style","casual, minimal, simple, freestyle","black, beige, brown, blue, green, mint"
1382,30s,M,ISTJ,"good_impression, formal_occasion","casual, classic, suit","black, beige, brown"
1383,40s,F,ENFJ,"good_impression, formal_occasion","casual, classic, suit","white, black, pink, coral"
1384,40s,F,ENFP,unique_style,"classic, suit","white, black, beige, brown"
1385,30s,M,ENTP,"good_impression, self_satisfaction, unique_style","classic, suit","white, gray"
1386,30s,M,NONE,"mood_boost, self_satisfaction","casual, minimal, simple, freestyle","black, beige, brown, blue"
1387,40s,M,INFP,good_impression,casual,"beige, brown"
1388,30s,M,ISTJ,self_satisfaction,"casual, street","white, black, beige, brown"
1389,40s,F,ESFJ,"good_impression, mood_boost, self_satisfaction, date_or_social, formal_occasion, special_event, unique_style","casual, minimal, simple, romantic, lovely, sports, modern, chic","white, black, beige, brown, blue, pink, coral, green, mint"
1390,30s,F,ISTJ,"good_impression, mood_boost, self_satisfaction",casual,"white, beige, brown"
